ip version|protocol|packets|bytes
4|BNA|1|96
6|ESP|56356|9385104
4|ESP|9690163|4946312808
4|GRE|2968587|2949474845
4|ICMP|31318286|4558151980
4|IPv4|173682|15638052
4|IPv6|4529|389985
6|IPv6-ICMP|9961191|826877719
4|TCP|3446034293|947418515996
6|TCP|66967657|19105406481
6|UDP|14622684|2379892152
4|UDP|723855721|317767834644
