ip version|protocol|packets|bytes
4|AH|174|110880
4|ESP|22522041|12366657005
6|ESP|99841|17083788
4|GRE|86319600|29688265468
4|ICMP|47044184|6699959220
4|I-NLSP|119|2499
4|IPv4|15490|4124007
4|IPv6|20191|2155020
6|IPv6-ICMP|11686489|992966566
4|Leaf-2|1|1300
4|Mobility Header|677|63976
4|SCTP|98|5096
6|TCP|109358798|72370789244
4|TCP|4950388310|1644843112894
6|UDP|37105775|7239549577
4|UDP|962779815|396571318469
4|Unassigned|51|3313
