ip version|protocol|packets|bytes
4|AH|375|211664
4|DCCP|4|304
4|ESP|13644708|9546180816
4|GRE|44928|12314705
4|ICMP|10412026|2000983671
4|IPv6|1306|931276
6|IPv6-ICMP|2678604|212754934
4|Reserved|635|38155
4|TCP|1761435790|1732022013295
6|TCP|91009|80482604
6|UDP|25888856|5720976320
4|UDP|309751267|170072634781
4|Unassigned|1|20
