ip version|protocol|packets|bytes
4|AH|68|22809
4|DSR|1|48
4|ESP|19305592|10041639936
6|ESP|47664|8446080
4|GRE|5233911|1782637388
4|ICMP|48576689|13667514144
4|IPv4|12294|3480039
4|IPv6|26021|6661916
6|IPv6-ICMP|13641556|1175944902
4|Mobility Header|721|69000
4|TCP|4517779607|1545555191275
6|TCP|84977442|34463533221
6|UDP|42820621|8856700244
4|UDP|965413114|392268988771
4|Unassigned|1|52
4|Unassigned|2|80
4|WSN|1|227
