ip version|protocol|packets|bytes
4|AH|87|16896
4|ESP|6243211|3311008668
4|GRE|708295|515333848
4|ICMP|14087676|4433796724
4|IPv6|1493|960860
6|IPv6-ICMP|3896966|296902135
4|SWIPE|2|48
6|TCP|1213343|962018721
4|TCP|1735001460|1720944625139
4|UDP|460478261|264445140875
6|UDP|9763943|1506542220
4|Unassigned|1|21
