ip version|port|bytes
6|24866|808
4|55164|638517
6|26253|1116
4|53777|1468871
6|26254|1308
4|55165|329205
4|53778|344432
6|24867|988
6|24868|796
4|55166|562473
4|53779|459356
6|26256|436
4|55167|389035
6|24869|1368
6|50450|7853
6|50451|1240
6|26257|1060
4|55168|11239544
6|50452|107
6|26258|721
4|55169|13036741
6|50453|3399
6|50454|8719
6|50455|3714
6|50456|1268
6|50457|969
6|50458|2417
6|50459|1635
4|36560|584625
4|36561|3688519
4|36562|3598979
4|36563|114867
4|36564|472270
4|36565|236030
4|60760|504242
4|36566|413041
4|60761|349759
6|31850|1500
4|36567|18698624
4|60762|21464092
6|31851|1928
4|36568|223578
4|60763|321524
4|36569|236290
4|62150|360761
4|60764|355502
4|62151|338021
6|33240|2128
6|31854|804
4|60765|1309069
4|62152|311841
4|60766|39771412
6|31855|1214
4|62153|477530
6|33242|936
6|33243|808
4|60767|342795
6|31856|1116
4|62154|370683
6|31857|1000
6|33244|1048
4|60768|377216
4|62155|10186039
6|33245|500
4|60769|307875
6|31858|948
4|62156|2263530
6|33246|1240
4|17960|154622
6|31859|1432
4|62157|328344
4|17961|94437
4|62158|311558
6|33247|495
4|17962|114984
4|62159|1071685
6|33248|988
6|33249|808
4|17963|83271
4|19350|245095
4|17964|107609
4|19351|118721
4|17965|69177
4|19352|77252
4|17966|119997
4|19353|111538
4|17967|4668143
4|19354|6387394
4|17968|77156
4|19355|59160
4|17969|92348
4|43550|292939
4|19356|138841
6|14640|308
4|43551|109255
4|19357|85713
4|43552|200843
6|14641|868
4|19358|344095
4|43553|527820
6|14642|1081
4|19359|89607
6|16030|560
4|43554|280659
6|14643|1360
6|16031|1368
4|43555|506822
6|14644|1223
6|16032|1432
6|14645|372
4|43556|191663
6|16033|680
6|14646|996
4|43557|122378
6|16034|1219
4|43558|182309
6|14647|1360
6|16035|308
4|43559|127802
6|14648|2744
6|16036|965
6|14649|1744
6|40230|2104
6|16037|500
6|40231|1488
6|40232|2416
6|1870|308
6|16039|1552
6|40233|1256
6|1871|932
6|40234|2017
6|1872|996
6|40235|436
6|3260|111
6|40236|1244
6|1874|1304
6|40237|1680
6|3261|1120
4|65390|18350580
6|40238|500
6|1875|462
4|65391|245701
4|26340|120765
6|1876|872
6|40239|1496
6|3263|1856
4|65392|10680562
6|1877|598
4|26341|151380
6|3264|988
4|65393|1937851
6|1878|808
6|57900|1805
4|26342|131898
6|3265|560
4|65394|83533681
6|1879|372
4|26343|173299
6|57901|538
6|3266|1360
4|65395|262201
6|3267|936
4|26344|155816
6|57902|868
4|65396|265832
4|26345|723874
4|8290|220259817
6|60680|400
6|57903|3631
6|3268|436
4|65397|17566455
6|60681|120
6|3269|436
6|57904|932
4|26346|81878
4|8291|465782
4|65398|258285
6|57905|3285
6|60682|1924
4|26347|15135114
4|8292|94238916
4|65399|460755
6|60683|2052
4|26348|113248
4|8293|92212
6|57906|671
4|26349|149335
4|8294|58217758
6|60684|2096
6|57907|1372
4|8295|100506
6|23020|1000
6|60685|1728
6|57908|1360
6|60686|364
4|8296|114167
6|23021|372
6|57909|5431
6|60687|1436
4|8297|73030
6|23022|988
6|60688|2520
6|23023|1414
4|8298|109170
6|60689|1240
4|46790|217630
4|8299|160450
6|23024|2480
6|23025|680
4|46791|136858
6|17880|1052
4|46792|416491
6|17881|1232
6|23026|1308
6|17882|988
4|46793|113220
6|23027|1496
4|48180|249309
6|17883|1240
6|23028|616
4|46794|4668129
4|48181|225722
4|46795|188100
6|23029|808
4|48182|180033
6|17885|1120
4|46796|168909
4|48183|729394
4|46797|135418
6|17886|796
4|48184|335743
4|46798|157229
6|17887|1339
4|48185|112470
6|17888|1180
4|46799|147478
4|48186|146959
6|43470|180
6|17889|996
4|48187|203047
6|43471|1000
4|48188|253236
6|43472|1436
4|48189|103240
6|43473|308
6|43474|837
6|43475|1232
6|43476|924
6|43477|436
6|43478|1335
6|43479|868
4|29580|83770
4|29581|82805
4|29582|2222218
4|29583|93372
4|29584|96834
4|29585|76985
4|29586|112332
4|53780|517643
4|29587|62600
4|53781|302487
6|24870|956
4|29588|110282
4|53782|750764
6|24871|2544
4|29589|84992
4|55170|375057
4|53783|366230410
6|24872|1707
6|24873|345
4|55171|328827
4|53784|428861
6|24874|808
4|55172|360187
4|53785|386141
6|26262|932
6|24875|1804
4|55173|396387
4|53786|607515
6|26263|680
6|24876|744
4|55174|487901
4|53787|304792
6|26264|680
4|55175|790797
4|53788|401913
6|24877|680
6|26265|413
4|55176|1794185
4|53789|25563591
6|24878|932
6|24879|308
4|55177|339635
6|26266|436
6|50460|3114
6|26267|616
4|55178|381094
6|50461|712
6|26268|2279
4|55179|988933
6|50462|6648
6|50463|1533
6|50464|575
6|50465|680
6|50466|2750
6|50467|428
6|50468|2585
4|36570|865242
6|50469|2274
4|36571|117414
4|36572|884586
4|36573|144409
4|36574|187473
4|36575|106720
4|60770|371699
4|36576|598594
4|60771|381350
6|31860|1668
4|36577|123002
6|31861|500
4|60772|394650
4|36578|146688
4|60773|418586
4|36579|104651
4|62160|313675
4|60774|347076
6|31863|1488
4|62161|3302035
6|33250|552
4|60775|517462
6|31864|1036
4|62162|14385324
6|33251|1401
4|60776|382268
6|31865|1116
4|62163|337300
6|33252|1296
6|33253|936
4|60777|445407
6|31866|1048
4|62164|825156
6|33254|1120
4|60778|397883
6|31867|808
4|62165|499043
6|33255|560
4|60779|407697
6|31868|616
4|62166|334241
6|33256|560
4|17970|211193
6|31869|1804
4|62167|277967
4|17971|143850
4|62168|5386034
4|17972|110704
