ip version|port|bytes
6|24041|106
4|26094|137600
4|7973|80822
4|14311|89973
4|53678|521618
4|7974|115564
4|26095|64440
4|14312|86246
4|53679|829344
4|26096|79608
4|7975|77722
4|14313|84505
4|26097|4175894
4|7976|145410
4|14314|10902860
4|26098|73145
4|7977|820828
4|61620|30645935
4|14315|93917
6|24046|105
4|26099|703741
4|7978|75580
4|61621|592031
4|14316|83148
6|24047|106
4|7979|71921
4|61622|314659
4|14317|105242
4|61623|240781
4|14318|83332
4|34040|294691
4|61624|6093388
4|14319|74141
4|34041|223928
4|61625|3858960
4|34042|1010027
4|61626|642151
4|34043|3214933
4|61627|453742
4|34044|180746
4|61628|411784
4|34045|130210
4|61629|98108324
6|39731|102
4|34046|263522
6|39732|106
4|34047|190636
4|34048|211779
4|34049|432840
4|24750|423022
6|34481|120
6|39736|104
4|24751|56074
4|65310|262611
6|39737|100
4|65311|205633
4|24752|76716
6|34483|120
4|24753|78878
4|65312|804165
4|24754|76272
4|65313|301171
4|49730|549085
4|24755|80656
4|65314|245040
4|49731|471670
4|24756|765442
4|65315|3663522
4|49732|649030
6|34487|104
4|24757|59984
4|65316|371452
4|49733|457463
6|59464|106
4|24758|82146
4|65317|382660
4|49734|8723452
4|24759|48296
4|65318|260840
4|44480|1667911
4|49735|638925
6|59466|963
4|44481|536905
4|65319|246216
4|49736|9459895
6|59467|206
4|44482|177751
4|49737|11550542
6|59468|98
4|32700|96633
4|44483|174981
4|49738|466696
6|59469|500
4|32701|57024
4|44484|176019
4|49739|679159
4|32702|75053
4|44485|141525
4|32703|361270
4|44486|152940
4|32704|152254
4|44487|239138
4|32705|59118
4|44488|154116
4|32706|85957
4|44489|387919
4|32707|72144
4|32708|81282
4|32709|97438
4|52430|580092
4|52431|96436503
4|52432|696246
4|52433|6495554
4|48170|184551
4|52434|1071513
4|48171|99265
4|52435|375110
4|48172|209263
4|48173|1245519
4|52436|500390
6|62167|110
4|48174|209216
4|52437|340619
6|62168|106
4|52438|17782550
4|48175|138914
4|52439|343995
4|48176|243888
4|48177|98517
6|52871|220
4|48178|310212
4|48179|83003
6|52873|340
4|15560|88679
6|25291|106
4|15561|518998
4|56120|425953
4|15562|95711
4|56121|347456
4|15563|224925
4|56122|354023
6|8164|89
6|13511|100
4|15564|144598
4|56123|673314
6|13512|100
6|25295|106
4|15565|6781625
4|56124|37513782
4|62870|17764146
6|13513|105
4|15566|133801
4|56125|324282
4|62871|294974
6|8167|198
4|15567|385140
4|56126|555107
4|62872|1982939
6|8168|104
6|25298|94
4|15568|87998
4|56127|510956
4|62873|234373
6|13516|97
4|15569|508883
4|56128|3647697
4|35290|591395
4|62874|298364
4|35291|1092145
4|56129|1067415
4|62875|217902
4|5170|233441
4|35292|483569
4|62876|5276565
6|33240|103
6|13519|765
4|35293|150353
4|5171|82307
4|23510|78619
4|62877|383605
4|35294|227213
4|5172|558670
4|23511|930265
4|62878|349881
6|33242|628
6|60826|108
4|35295|111054
4|5173|99840
4|23512|71685
4|62879|12174516
6|60827|204
4|5174|99626
4|35296|383023
4|23513|84155
4|5175|69626
4|35297|144435
4|23514|10835058
4|35298|157054
4|5176|67901
4|23515|1436043
4|23516|103983
4|5177|99644
4|35299|120284
4|23517|1380685
4|5178|106770
4|5179|59829
4|23518|89007
4|43240|189579
4|23519|76386
4|43241|456943
4|43242|7278910
4|43243|244225
4|43244|191805
6|48930|64
4|43245|135814
4|43246|423255
6|48932|205
4|43247|113832
4|43248|128095
4|43249|113254
4|33950|268384
4|33951|111322
6|48937|101
4|33952|382179
6|43683|103
4|33953|310303
6|43684|100
4|33954|175918
4|58930|3355683
4|33955|314542
4|58931|2207331
4|33956|238821
4|58932|6021641
6|43687|99
4|33957|526742
4|58933|397494
4|33958|712930
4|58934|378919
6|43689|120
4|33959|2545512
4|53680|492407
4|58935|571568
4|53681|329820
4|58936|357462
4|53682|410196
4|58937|294976
6|29301|104
4|41900|247071
4|53683|300554
4|58938|1907627
6|51631|281
4|41901|93185
4|53684|449764
4|58939|306492
4|7980|94466
4|41902|152257
4|53685|109826256
6|51633|106
4|41903|173422
4|7981|69986
4|53686|1290776
4|7982|82820
4|41904|147364
4|14320|8664028
4|53687|653236
6|24051|100
4|14321|61181
4|41905|150070
4|7983|88622
4|53688|346512
4|14322|80685
4|7984|84717
4|41906|179734
4|53689|391752
4|7985|98498
4|41907|1670406
4|14323|381020
4|7986|152760
4|41908|167046
4|14324|3075949
4|41909|589092
4|7987|92598
4|61630|2088564
4|14325|189955
6|24056|100
4|7988|82340
4|61631|731967
4|14326|608892
4|7989|123726
4|61632|1351468
4|14327|66644
4|14328|92922
4|61633|359638
6|24059|104
4|34050|18917229
4|61634|3295735
4|14329|85268
4|34051|127467
4|61635|236675
4|34052|241983
4|61636|279987
4|34053|88202
4|61637|236925
4|34054|19198800
4|61638|274679
4|34055|539460
4|61639|2048041
4|34056|1221268
4|34057|91014
6|32005|100
4|34058|4654240
6|32006|948
4|34059|118762
4|24760|99112
6|39746|60
4|24761|1410313
4|65320|315868
6|32009|100
6|39747|89
4|24762|251155
4|65321|255065
6|39748|398
4|24763|94660
4|65322|6962402
6|39749|89
6|34494|204
4|24764|1129647
4|65323|170680
4|49740|2281135
4|65324|402927
4|24765|73990
4|49741|4273877
6|34496|98
4|24766|246846
4|65325|244520
4|49742|470927
4|24767|24143529
4|65326|304798
4|49743|1489800
4|24768|341824
4|65327|213483
4|49744|675828
6|34499|204
4|24769|175340
4|65328|16401908
4|44490|1160020
4|49745|334610
4|65329|1457584
4|44491|79111
4|49746|574807
6|59477|100
4|44492|154302
4|49747|333931
4|44493|5080073
4|32710|72491
4|49748|604518
4|32711|46104
4|44494|251339
4|49749|467693
6|42442|1827
4|44495|147221
4|32712|71922
6|42443|100
4|44496|184545
4|32713|75645
4|32714|777713
4|44497|266024
4|44498|150769
4|32715|1132361
6|42446|64
4|44499|253375
4|32716|1069381
4|32717|73282
4|32718|77292
6|42449|589
4|32719|68434
4|52440|921703
6|62171|100
4|52441|400349
6|62172|441
4|52442|392286
4|52443|483660
4|48180|3073180
4|52444|43047405
4|48181|110115
6|62175|93
4|52445|309798
4|48182|288326
4|48183|126487
4|52446|1020444
4|52447|561030
4|48184|179538
4|52448|520441
4|48185|85953
4|52449|4959713
4|48186|254254
4|48187|299780
6|52881|120
4|48188|210445
4|48189|573956
6|52883|2063
6|52884|343
4|15570|131459
6|52885|180
4|15571|93239
4|56130|9364862
4|15572|79028
4|56131|347494
6|13520|100
4|15573|100989
4|56132|1126843
6|13521|97
6|8174|207
4|15574|81607
4|56133|413079
6|52889|220
4|15575|94645
4|56134|455177
4|62880|278433
4|15576|83328
4|56135|304399
4|62881|289884
6|13524|103
4|15577|63258
4|56136|384128
4|62882|1063133
6|13525|100
4|15578|218988
4|56137|472567
4|62883|215904
4|15579|79745
4|56138|507541
4|62884|274658
6|38503|103
4|56139|6833987
4|62885|402240
6|38504|214
4|5180|117783
4|62886|324627
4|5181|60636
4|23520|75177
4|62887|239515
4|5182|79585
4|23521|245293
4|62888|1650131
6|60836|106
4|23522|104553
4|5183|63406
4|62889|36191669
4|5184|35422220
4|23523|75477
6|33254|100
4|5185|101070
4|48500|3821130
4|23524|441949
4|5186|82880
4|48501|127108
4|23525|53384
4|5187|802516
4|23526|160440
4|48502|224050
4|48503|96240
4|5188|100852
4|23527|54916
6|33258|103
4|23528|933449
4|5189|73543
4|48504|556527
4|43250|366838
4|48505|97482
4|23529|64648
4|43251|178162
4|48506|182325
4|43252|412179
4|48507|145812
4|43253|110489
4|48508|211651
4|43254|247768
4|48509|141188
6|48940|103
4|43255|403638
4|43256|220462
6|48942|98
4|43257|88168
6|48943|102
4|43258|240912
4|43259|103750
4|33960|427395
6|48946|308
4|33961|110582
6|48947|100
4|33962|222043
6|43693|60
4|33963|3687216
4|33964|174530
4|58940|1191509
6|43695|93
4|33965|1522928
4|58941|461207
6|43696|300
4|33966|247892
4|58942|666396
6|43697|220
4|33967|101828
4|58943|287838
6|43698|104
4|33968|14335586
4|58944|397616
6|43699|120
4|33969|134656
4|53690|601607
4|58945|344398428
4|53691|301025
4|58946|61792722
6|29310|101
4|53692|894160
4|58947|358127
4|41910|207936
4|53693|554027
4|58948|664892
6|29312|100
4|41911|115459
4|53694|373296
4|58949|310963
6|51642|104
4|41912|198619
4|7990|99391
4|53695|67380280
6|51643|100
6|29314|100
4|7991|95592
4|41913|89056
4|53696|1369366
4|7992|86557
4|14330|91027
4|41914|163696
4|53697|311625
4|7993|60497
4|41915|431994
4|14331|99343
4|53698|415909
4|7994|93773
4|41916|148839
4|14332|167207
4|53699|305540
6|51647|100
6|24063|100
4|41917|94313
4|7995|83953
4|14333|3415907
4|41918|193114
4|7996|81455
4|14334|1194837
6|51649|218
4|14335|84370
4|61640|578286
4|41919|140786
4|7997|80957
4|7998|92610
4|61641|243002
4|14336|94258
4|7999|188484
4|61642|284789
4|14337|736936
6|24068|89
4|14338|93298
4|61643|228122
4|34060|250716
4|61644|219837
4|14339|118137
4|34061|133345
4|61645|557549
4|34062|235315
4|61646|283857
4|34063|102812
4|61647|272609
4|34064|152827
4|61648|416404
4|34065|29369193
4|61649|325744
6|39751|120
4|34066|715060
4|34067|187113
4|34068|3188549
6|39754|97
4|34069|379368
4|24770|195789
6|39756|194
6|32018|310
4|24771|222641
4|65330|301477
6|39757|106
6|32019|105
4|24772|84873
4|65331|260617
4|24773|158252
4|65332|15489839
6|39759|104
4|65333|1479620
4|24774|75729
4|49750|1917059
4|24775|165750
4|65334|568134
4|49751|439245
6|59482|104
4|24776|88876
4|65335|11785444
4|49752|1110159
6|47700|198
4|24777|75156
4|65336|286625
4|49753|418447
4|24778|141809
4|65337|216547
4|49754|1074474
4|24779|126168
4|65338|310291
4|49755|2908282
6|59486|106
4|65339|422461
4|49756|7420094
6|59487|709
4|49757|408573
6|59488|93
6|47705|187
4|49758|510394
4|32720|1603368
6|59489|906
4|49759|8399391
4|32721|111703
6|47707|100
4|32722|239658
4|32723|201484
6|42454|97
4|57700|511246
4|32724|233967
6|42455|322
