ip version|port|bytes
4|55164|1028406
6|26253|1216
4|53777|284082
6|24866|308
6|26254|98
4|55165|4000710
4|53778|762316
6|24867|936
4|55166|466298
4|53779|1465124
6|24868|500
4|55167|572885
6|26256|105
6|24869|338
6|50450|425
4|55168|825348
6|26257|616
4|55169|486564
6|26258|193
6|50452|436
6|50453|308
6|26259|341
6|50454|244
6|50455|988
6|50458|244
4|36560|1001625
6|50459|2052
4|36561|154630
4|36562|371079
4|36563|202546
4|36564|305169
4|36565|141185
4|60760|3936420
4|36566|216257
4|60761|469114
6|31850|1232
4|36567|586997
4|60762|1202344
4|36568|174528
6|31852|244
4|60763|280754
4|36569|395810
4|62150|262812
4|60764|338150
6|31853|860
4|62151|444453
6|33240|616
4|60765|385961
6|31854|616
4|62152|300594
6|33241|85872
6|33242|120
4|60766|593155
6|31855|100
4|62153|389074
6|31856|308
4|60767|325728
4|62154|498249
6|33243|1060
4|60768|344300
6|31857|407
4|62155|243145
6|33244|364
4|60769|410976
6|31858|412
4|62156|503051
6|33245|364
4|17960|82110
4|62157|228771
6|33246|469
4|17961|155844
4|62158|337296
6|33247|936
4|17962|97672
4|62159|248437
6|33248|414
4|17963|60836
4|19350|85952
6|33249|996
4|17964|204835
4|19351|65417
4|17965|59241
4|19352|241922
4|17966|120377
4|19353|49725
4|17967|53309
4|19354|94413
4|17968|98666
4|19355|54228
4|17969|219845
4|43550|219035
4|19356|77416
4|43551|195086
6|14640|560
4|19357|48161
6|14641|308
4|43552|203034
4|19358|96788
4|43553|269015
6|14642|436
4|19359|95945
6|16030|808
4|43554|178319
6|14643|105
6|16031|680
4|43555|136215
6|14644|680
6|14645|469
4|43556|265729
6|16033|244
4|43557|531874
6|14646|244
4|43558|2680761
6|14647|226
4|43559|133530
6|14648|560
6|16036|1060
6|14649|808
6|40230|414
6|16037|616
6|40231|1022
6|16038|98
6|40233|244
6|16039|104
6|1870|244
6|1871|872
6|40235|1488
6|40236|436
6|1874|1112
4|65390|8956569
4|65391|196637
4|26340|102219
6|1876|932
6|40239|1338
6|3263|616
4|65392|927317
6|3264|372
6|1877|308
4|26341|92884
4|65393|1928470
4|26342|140547
6|1878|500
6|57900|1721
4|65394|360028
6|57901|244
4|26343|157623
6|1879|500
4|65395|225585
6|57902|744
4|26344|85343
6|3267|372
4|65396|397023
6|57903|500
4|26345|243721
4|8290|118913939
6|3268|436
4|65397|519589
6|57904|680
4|26346|117117
4|8291|365750
6|60681|849
6|3269|1740
4|65398|558439
6|60682|872
4|26347|66423
4|8292|161514154
6|57905|616
4|65399|224139
6|60683|95
4|26348|72041
4|8293|115316
6|57906|470
6|60684|500
4|26349|89601
4|8294|183978
6|57907|1364
4|8295|1845357
6|23020|560
6|60685|244
6|23021|500
4|8296|299267
6|60686|244
6|57909|436
4|8297|77225
6|23022|616
4|8298|89369
6|23023|560
4|46790|272155
4|8299|81407
6|60689|470
6|23025|372
4|46791|140320
6|17880|744
4|46792|246037
6|23026|436
4|46793|857804
6|17882|94
6|23027|500
4|48180|207983
4|46794|450408
6|17883|500
6|23028|94
4|48181|623323
4|46795|151370
6|17884|203
6|23029|372
4|48182|182338
4|46796|216541
6|17885|100
4|48183|153857
4|46797|111880
4|48184|1454290
4|46798|11739404
6|17887|308
4|48185|5461833
4|46799|1112127
4|48186|242225
