ip version|protocol|packets|bytes
4|A/N|26|3172
4|CRTP|7|854
4|ESP|8515038|7224031456
4|GRE|311083|168018151
4|ICMP|10644827|2032255290
4|IDPR|1|122
4|IPv6|304|61016
6|IPv6-ICMP|2910688|229159283
4|IPv6-NoNxt|5|610
4|Sprite-RPC|1|122
4|TCP|1600539638|1530861821328
6|TCP|182432|206076918
6|UDP|12114390|2703687686
4|UDP|356907019|194602277398
4|Unassigned|12|1464
