ip version|port|bytes
6|24866|41704
4|55164|21189257
6|26253|46647
4|53777|47225388
6|24867|32256
4|55165|47408396
6|26254|38257
4|53778|16959763
6|26255|45059
4|55166|12554026
4|53779|56230402
6|24868|34630
6|26256|40044
4|55167|139049528
6|24869|42217
6|50450|44818
6|50451|49029
6|26257|40331
4|55168|51345809
6|26258|36605
4|55169|8014014
6|50452|52692
6|26259|47731
6|50453|37229
6|50454|49223
6|50455|40212
6|50456|55517
6|50457|44172
6|50458|51552
4|36560|28924987
6|50459|46899
4|36561|24429203
4|36562|26031102
4|36563|7231306
4|36564|27830288
4|36565|34587961
4|60760|30345185
4|36566|21389977
6|31850|42695
4|60761|12350109
4|36567|18825511
4|60762|80672510
6|31851|42343
4|36568|14841750
6|31852|49848
4|60763|25213197
4|36569|4521723
4|62150|7129203
6|31853|43746
6|33240|42082
4|60764|17013931
4|62151|20592714
6|33241|27522
6|31854|41015
4|60765|19224992
4|62152|24545881
6|33242|33343
4|60766|78831543
6|31855|40939
4|62153|2817381
6|33243|30571
4|60767|101624777
6|31856|37971
4|62154|10906603
6|33244|41700
6|31857|43201
4|60768|35473926
4|62155|9859568
4|60769|7587666
6|31858|49973
4|62156|6594615
6|33245|48434
4|17960|5441519
6|31859|39663
4|62157|49630649
6|33246|38841
4|17961|6614595
4|62158|7718797
6|33247|47085
6|33248|47492
4|17962|49862504
4|62159|22759420
4|17963|2104009
4|19350|16894198
6|33249|39350
4|17964|7400492
4|19351|665928
4|17965|3225998
4|19352|18975805
4|17966|16568149
4|19353|1866458
4|17967|475746
4|19354|6736739
4|17968|2134969
4|19355|1012883
4|17969|4153827
4|43550|48423871
4|19356|10659204
6|14640|35879
4|43551|90327533
4|19357|534910
4|43552|18542035
6|14641|47470
4|19358|2025461
4|43553|32382409
6|14642|37670
4|19359|720659
6|14643|28507
6|16030|47772
4|43554|23216647
6|14644|46286
6|16031|41949
4|43555|92472914
6|16032|54401
4|43556|103645572
6|14645|41805
6|16033|32535
4|43557|17611797
6|14646|30183
6|14647|42000
6|16034|43826
4|43558|5380748
6|14648|41603
6|16035|55316
4|43559|20575597
6|16036|38856
6|14649|37593
6|40230|50210
6|16037|38798
6|40231|44053
6|40232|38302
6|16038|41444
6|40233|34764
6|1870|42864
6|16039|42574
6|1871|38604
6|40234|41917
6|40235|43284
6|1872|38744
6|40236|41859
6|1873|38850
6|3260|30992
6|3261|44003
6|40237|45714
6|1874|29846
4|65390|87839351
6|1875|34858
6|3262|40961
6|40238|49950
4|65391|220248278
6|3263|40372
4|26340|169245838
6|1876|37659
6|40239|34972
4|65392|7884303
6|1877|33984
4|26341|33721010
6|3264|41727
4|65393|49586065
6|57900|46582
4|26342|46037205
6|1878|40257
6|3265|34628
4|65394|11349350
6|57901|43943
6|1879|45744
6|3266|35200
4|26343|45316389
4|65395|60458507
6|57902|53372
4|26344|33286795
6|3267|33595
4|65396|26238365
6|57903|36986
4|26345|31146533
4|8290|3507463
6|60680|43285
6|3268|41840
4|65397|134856910
6|60681|35211
6|57904|510541
4|26346|48336124
4|8291|4208569
6|3269|39304
4|65398|7121824
4|26347|17497810
4|8292|7381969
6|60682|42178
6|57905|39518
4|65399|6307458
6|57906|40639
4|26348|52093525
4|8293|2354464
6|60683|44259
6|57907|50797
4|26349|29854554
4|8294|1458212
6|60684|49519
6|60685|40403
4|8295|4328308
6|23020|42664
6|57908|40220
6|60686|38592
4|8296|2803916
6|23021|35428
6|57909|48608
4|8297|2936156
6|23022|45971
6|60687|39552
6|60688|46012
4|8298|6710729
6|23023|39882
4|46790|7391373
4|8299|5133357
6|23024|34322
6|60689|51538
4|46791|50672432
6|17880|43342
6|23025|38364
4|46792|54115212
6|17881|45749
6|23026|43148
6|23027|33331
6|17882|36350
