ip version|port|bytes
6|51625|813
4|14311|137784667
4|7973|51005
4|26094|2774702
4|53678|29287772
6|24042|244
4|7974|44784
4|26095|243915
4|14312|384358
4|53679|185248
4|7975|38778
4|26096|66926
4|14313|66948
4|7976|48715
4|26097|29827
4|14314|69218
6|51629|710
6|24045|96
4|26098|132191
4|7977|47244
4|61620|2391499
4|14315|48971
4|26099|84366
4|7978|50723
4|61621|631768
4|14316|105825
4|14317|4732533
4|7979|11938884
4|61622|160849
4|14318|212889
4|61623|196536
4|14319|45194
4|34040|124745
4|61624|172387
4|34041|111376
4|61625|148805
4|34042|92877
4|61626|264373
4|34043|623716
4|61627|226055
4|34044|134740
4|61628|2925866
4|34045|65487
4|61629|170612
4|34046|124494
4|34047|28018327
4|34048|428668
4|34049|59446
4|24750|67811
4|24751|41241
4|65310|194693
4|24752|227633
4|65311|3234870
6|39738|100
4|24753|109576
4|65312|229625
6|34484|94
4|24754|81730
4|65313|217835
4|49730|273985
4|24755|280692
4|65314|8377414
4|49731|214728
4|24756|245904
4|65315|5606076
4|49732|29681147
4|24757|47944
4|65316|203930004
4|49733|171755
6|59464|95
4|65317|169035
4|24758|73489
4|49734|230004
6|34489|89
4|44480|1503177
4|24759|46861
4|65318|161096
4|49735|223618
4|44481|149973
4|65319|2313468
4|49736|267671
4|44482|11433820
4|49737|277088
4|32700|91138
4|44483|517716
4|49738|350704
4|32701|36819
4|44484|120817
4|49739|358539
4|32702|486288
4|44485|62079
4|32703|45661
4|44486|138779
4|32704|99496
4|44487|46319
4|32705|118097
4|44488|2403018
4|32706|948432
4|44489|238207
4|32707|1737136
4|32708|51840
4|32709|39036
4|52430|223233
4|52431|2025396
4|52432|4588192
4|52433|159685
4|48170|207896
4|52434|201136
4|48171|103087
4|52435|1835165
4|48172|74019
4|48173|63975
4|52436|221949
6|62167|89
4|52437|165460
4|48174|87336
4|52438|712312
4|48175|118626
4|48176|108759
4|52439|8094973
4|48177|354623
4|48178|105141
4|48179|57862
4|15560|56720
4|15561|35305
4|56120|229324
4|15562|51569
4|56121|2810917
4|15563|4316296
4|56122|266394
4|15564|74844
4|56123|147478
4|15565|48183
4|56124|202437
4|62870|153059
4|15566|51691
4|56125|915261
4|62871|7439667
4|15567|450748
4|56126|1303861
4|62872|2386147
4|15568|102259
4|56127|189353
4|62873|135701
4|15569|61531
4|56128|340151
4|35290|88834
4|62874|179503
4|35291|49909
4|56129|189515
4|62875|132880
6|60823|99
4|35292|93867
4|5170|127764
4|62876|426470
4|23510|161687
4|35293|46252
4|5171|36862
4|62877|138750
6|33241|94
4|23511|62971
4|35294|680044
4|5172|47551
4|62878|598236
4|23512|6837478
4|35295|45559
4|5173|29558
4|62879|156253
6|33243|88
4|35296|100142
4|5174|40045
4|23513|154375
4|35297|55261
4|5175|41195
4|23514|51659
4|23515|10897355
4|35298|100629
4|5176|50242
4|23516|49844
4|35299|66028
4|5177|69740
4|5178|70100
4|23517|28797
4|5179|782026
4|23518|75192
4|23519|49631
4|43240|99499
4|43241|57118
4|43242|1140930
4|43243|53138
4|43244|355736
6|48930|103
4|43245|407010
4|43246|114530
4|43247|49767
4|43248|280763
4|43249|58675
4|33950|68445
4|33951|82148
4|33952|68345
4|33953|78003
4|33954|140241
4|58930|420126
4|33955|57473
4|58931|313660
4|33956|111789
4|58932|90417188
4|33957|113990
4|58933|200818
4|33958|323279
4|58934|246360
4|33959|71256
4|53680|191045
4|58935|409832
4|53681|348143
4|58936|185380
4|53682|445657
4|58937|158407
4|41900|94845
4|53683|212056
4|58938|251680
4|41901|1313739
4|53684|237207
4|58939|273605
4|7980|48169
4|41902|90705
4|53685|1145932
4|7981|55814
4|41903|64321
4|53686|200055
6|24050|95
4|53687|217775
4|7982|461635
4|14320|86066
4|41904|87373
4|41905|70740
4|7983|40562
4|14321|11070510
4|53688|279553
6|24052|115
4|7984|134305
4|41906|138469
4|14322|42198
4|53689|434331
4|7985|97844
4|41907|82310
4|14323|139246
4|41908|110818
4|7986|49150
4|14324|241565
6|51639|103
4|7987|63475
4|14325|43706
4|61630|200606
4|41909|68243
4|7988|195770
4|14326|100457
4|61631|293262
4|14327|58872
4|7989|36185
4|61632|224415
4|61633|158751
4|14328|2094884
4|34050|267456
4|14329|64897
4|61634|486288
4|34051|812000
4|61635|349338
4|34052|8001973
4|61636|190227
4|34053|49134
4|61637|185305
4|34054|73002
4|61638|278481077
6|39740|103
4|34055|56311
4|61639|262856
4|34056|155705
4|34057|69720
4|34058|82130
4|34059|62489
6|32007|115
4|24760|36975
4|24761|51843
4|65320|11978044
4|65321|467600597
4|24762|47364
4|65322|3677454
4|24763|202150
4|24764|47999
4|65323|115608
4|49740|300780
4|65324|144322
4|24765|155525
4|49741|424373
4|24766|49278
4|65325|164731
4|49742|1809064
4|24767|41560
4|65326|140185
4|49743|1804113
4|24768|210088
4|65327|133222
4|49744|1192556
4|24769|48126
4|65328|159188
4|44490|991600
4|49745|398970
6|59476|102
4|65329|106228
4|44491|85417
4|49746|270550
4|44492|94447
4|49747|167430
4|44493|66912
4|49748|196392
4|32710|320535
4|44494|84426
4|49749|265866
4|32711|146145
4|44495|118105
4|32712|73933
4|44496|127184
4|32713|100209
4|44497|1215340
4|32714|78171
4|44498|83658
4|32715|56569
4|32716|3756344
4|44499|70791
4|32717|25706
4|32718|167457
4|52440|5939030
4|32719|31486
4|52441|204158
4|52442|279695
4|52443|204905
4|48180|169589
4|48181|155862
4|52444|248582
4|52445|277207
4|48182|189268
4|52446|483739
4|48183|55366
4|52447|1481572
4|48184|123126
4|52448|236843
4|48185|676933
4|52449|176452
4|48186|158401
4|48187|593322
4|48188|95763
4|48189|315288
4|15570|2094757
6|52885|80
4|15571|36875
4|56130|391198
6|52886|94
4|15572|82213
